2013-05-17 01:28:08.052
antenna	 u coordinate	 v coordinate	 w coordinate
4	982.901799672	158.174983672	-777.761168574
5	419.784312104	382.586256044	-344.106337485
6	499.741395921	380.597272712	-408.865244924
7	225.428673412	487.535743318	-193.038163042
8	459.373895993	292.276063719	-373.994611268
9	521.336349386	787.510204353	-437.305150838
10	910.116030384	623.342444898	-741.794792532
11	253.545527017	753.791932005	-224.701061355
12	762.442024592	1445.90911082	-652.806252104
13	743.539105848	905.933683884	-621.494518383
14	1854.88689404	-66.5111165774	-1473.01445023
15	3175.61160584	-544.002467734	-2504.95541129
16	5093.18893111	-1544.74653646	-3982.27137889
17	6967.15817132	-3314.13504278	-5394.12662563
18	8407.69609395	-5877.25600433	-6390.02794108
19	11035.8990898	-6237.40515501	-8440.10767477
20	-1369.05025201	-1524.92212881	1182.0222001
21	-2459.91678773	-2966.23367485	2142.54659855
22	-4657.99120739	-4745.79162115	3965.39683573
23	-6388.72102886	-5786.8880439	5374.99664125
24	-7541.3632153	-7470.52399895	6345.38770443
25	-574.742622788	2861.09286885	352.270109383
26	-155.530058413	4616.89282165	-65.1282866585
27	-1164.28411779	6623.06885825	643.776536469
28	-2211.44403253	9110.62773172	1358.380504
29	-2218.53087466	13945.9455866	1135.70477147
2013-05-17 01:30:52.384
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.216957962	109.288496198	-217.299046156
2	522.877034831	148.213131471	-422.212671418
3	837.316770669	101.344389186	-663.689055611
4	982.887537809	158.181684477	-777.777829021
5	419.775871046	382.589117862	-344.113452921
6	499.731870721	380.600679626	-408.873715655
7	225.422077567	487.537280138	-193.04198409
8	459.365563993	292.279195436	-374.002397763
9	521.323568019	787.513758478	-437.313987583
10	910.099206935	623.348649483	-741.81021921
11	253.536579289	753.793660501	-224.705358974
12	762.421101775	1445.91430864	-652.819175615
13	743.522395019	905.938752845	-621.507121518
14	1854.862379	-66.4984711183	-1473.04589107
15	3175.57285403	-543.980818389	-2505.00923882
16	5093.13196039	-1544.71181425	-3982.35770994
17	6967.08933146	-3314.08754497	-5394.24472109
18	8407.62784681	-5877.19868577	-6390.17045422
19	11035.7985478	-6237.329919	-8440.2947367
20	-1369.01982002	-1524.9314621	1182.04540577
21	-2459.86024826	-2966.25044494	2142.58829461
22	-4657.89163754	-4745.82337629	3965.47578965
23	-6388.59046786	-5786.93159805	5375.10493145
24	-7541.20472755	-7470.57541105	6345.51553212
25	-574.756156847	2861.08895054	352.279851609
26	-155.562637633	4616.89176123	-65.1256500874
27	-1164.31835757	6623.06092072	643.796271828
28	-2211.48311806	9110.61265524	1358.41798916
29	-2218.60669902	13945.9304617	1135.74237708
2013-05-17 01:30:52.635
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.212529549	109.290324731	-217.3035925
2	522.868867644	148.216696116	-422.221534318
3	837.304829834	101.350097485	-663.703248354
4	982.873275617	158.188385186	-777.794489226
5	419.767429849	382.591979621	-344.120568214
6	499.722345355	380.604086476	-408.882186224
7	225.415481646	487.538816912	-193.045805026
8	459.35723184	292.282327095	-374.010184118
9	521.310786478	787.517312516	-437.322824112
10	910.082383181	623.354853954	-741.825645603
11	253.527631475	753.795388935	-224.709656442
12	762.400178704	1445.91950631	-652.832098772
13	743.505683943	905.943821693	-621.51972437
14	1854.83786334	-66.4858258263	-1473.0773315
15	3175.53410117	-543.959169307	-2505.06306569
16	5093.07498798	-1544.67709242	-3982.44404003
17	6967.02048928	-3314.04004763	-5394.36281538
18	8407.55959687	-5877.14136767	-6390.3129662
19	11035.6980022	-6237.25468367	-8440.48179693
20	-1368.98938756	-1524.94079518	1182.06861093
21	-2459.80370797	-2966.26721465	2142.62998972
22	-4657.79206613	-4745.85513076	3965.55474188
23	-6388.45990473	-5786.9751513	5375.21321944
24	-7541.04623729	-7470.62682207	6345.64335713
25	-574.769690716	2861.08503214	352.289594064
26	-155.595216802	4616.89070058	-65.1230129641
27	-1164.35259697	6623.05298296	643.816007767
28	-2211.52220284	9110.5975785	1358.455475
29	-2218.68252263	13945.9153363	1135.77998397
2013-05-17 01:30:52.885
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.208101045	109.292153233	-217.308138769
2	522.860700282	148.220260704	-422.230397079
3	837.29288872	101.355805703	-663.717440896
4	982.859013097	158.195085797	-777.811149189
5	419.758988511	382.594841323	-344.127683364
6	499.712819822	380.60749326	-408.890656631
7	225.40888565	487.540353642	-193.04962585
8	459.348899534	292.285458698	-374.017970331
9	521.298004763	787.520866467	-437.331660425
10	910.065559125	623.361058311	-741.841071711
11	253.518683577	753.797117309	-224.713953758
12	762.379255378	1445.92470384	-652.845021575
13	743.488972619	905.948890426	-621.532326939
14	1854.81334706	-66.4731807015	-1473.10877152
15	3175.49534724	-543.93752049	-2505.1168919
16	5093.01801387	-1544.64237099	-3982.53036915
17	6966.95164477	-3313.99255077	-5394.48090851
18	8407.49134411	-5877.08405004	-6390.45547703
19	11035.5974529	-6237.17944903	-8440.66885545
20	-1368.95895465	-1524.95012805	1182.09181558
21	-2459.74716686	-2966.28398397	2142.67168387
22	-4657.69249317	-4745.88688454	3965.63369242
23	-6388.32933947	-5787.01870367	5375.32150521
24	-7540.88774451	-7470.678232	6345.77117946
25	-574.783224392	2861.08111365	352.299336748
26	-155.627795919	4616.88963971	-65.1203752885
27	-1164.38683598	6623.04504496	643.835744286
28	-2211.56128689	9110.58250149	1358.49296149
29	-2218.75834551	13945.9002103	1135.81759214
2013-05-17 01:30:53.145
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.203519741	109.294044755	-217.312841727
2	522.852251103	148.223948151	-422.239565308
3	837.280535549	101.36171067	-663.732122622
4	982.844258421	158.202017361	-777.82838338
5	419.750255945	382.597801644	-344.135043713
6	499.702965646	380.611017452	-408.899418952
7	225.402062127	487.541943315	-193.053578309
8	459.340279746	292.288698227	-374.026024886
9	521.284782116	787.524542876	-437.340801209
10	910.048154608	623.36747649	-741.857029453
11	253.509427042	753.798905218	-224.718399098
12	762.357610291	1445.93008045	-652.858389617
13	743.47168478	905.954133823	-621.545363782
14	1854.78798474	-66.4600997138	-1473.14129524
15	3175.45525586	-543.91512544	-2505.17257349
16	5092.95907334	-1544.60645267	-3982.61967412
17	6966.88042386	-3313.94341657	-5394.60307258
18	8407.42073486	-5877.02475643	-6390.60290081
19	11035.4934325	-6237.10162081	-8440.86236247
20	-1368.92747184	-1524.95978252	1182.11581984
21	-2459.68867519	-2966.30133114	2142.71481474
22	-4657.58948503	-4745.91973257	3965.71536362
23	-6388.19426972	-5787.06375691	5375.43352265
24	-7540.72378381	-7470.73141356	6345.90340662
25	-574.797224545	2861.07705994	352.309415629
26	-155.661498398	4616.88854203	-65.1176460775
27	-1164.42225523	6623.03683299	643.856161986
28	-2211.60171789	9110.56690431	1358.53174132
29	-2218.83678219	13945.8845622	1135.8564985
2013-05-17 01:30:53.395
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.199088632	109.295874197	-217.317390332
2	522.844078915	148.227514578	-422.248432638
3	837.26858733	101.367421846	-663.74632252
4	982.829987427	158.208721442	-777.84505197
5	419.741809702	382.600664795	-344.142162465
6	499.693434559	380.614425969	-408.907893666
7	225.395462368	487.543480794	-193.057400997
8	459.331942567	292.291831428	-374.033815073
9	521.27199305	787.528098595	-437.349641917
10	910.031320724	623.373684008	-741.872463424
11	253.500474074	753.800634414	-224.722698457
12	762.336674995	1445.93528053	-652.871318771
13	743.454963804	905.959205099	-621.557972672
14	1854.76345377	-66.447448008	-1473.17275161
15	3175.41647856	-543.893465312	-2505.22642782
16	5092.90206458	-1544.57171302	-3982.70604852
17	6966.81153694	-3313.89589466	-5394.72122796
18	8407.35243904	-5876.96740837	-6390.74548728
19	11035.3928206	-6237.02634638	-8441.04951991
20	-1368.89702134	-1524.96912008	1182.13903614
21	-2459.63210146	-2966.31810885	2142.75652976
22	-4657.4898544	-4745.95150235	3965.79435394
23	-6388.06362865	-5787.1073313	5375.54186318
24	-7540.56519915	-7470.78284944	6346.03129344
25	-574.810765238	2861.07313912	352.319164113
26	-155.694095241	4616.88748012	-65.1150058339
27	-1164.45651218	6623.02889018	643.87591049
28	-2211.64082183	9110.5518185	1358.56924968
29	-2218.91264506	13945.8694269	1135.89412988
2013-05-17 01:30:53.646
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.194659857	109.297702608	-217.321936373
2	522.835911024	148.231078998	-422.257294979
3	837.256645368	101.373129817	-663.760514447
4	982.815723911	158.215421758	-777.8617112
5	419.733367939	382.603526323	-344.149277181
6	499.68390852	380.617832556	-408.916363584
7	225.388866143	487.545017387	-193.061221482
8	459.323609796	292.294962858	-374.041600857
9	521.259210807	787.531652281	-437.358477572
10	910.014495745	623.379888017	-741.887888666
11	253.491525919	753.802362602	-224.726995313
12	762.315750897	1445.94047763	-652.884240497
13	743.438251726	905.964273487	-621.570574381
14	1854.73893561	-66.4348033904	-1473.20419037
15	3175.37772142	-543.871817297	-2505.28025204
16	5092.84508531	-1544.53699276	-3982.79237471
17	6966.74268537	-3313.84839921	-5394.83931755
18	8407.28417777	-5876.91009216	-6390.8879946
19	11035.2922602	-6236.95111382	-8441.23657326
20	-1368.86658704	-1524.97845232	1182.16223922
21	-2459.57555786	-2966.334877	2142.79822101
22	-4657.39027672	-4745.98325408	3965.87329937
23	-6387.93305692	-5787.15088097	5375.65014224
24	-7540.40669873	-7470.8342561	6346.15910761
25	-574.824298332	2861.06922034	352.328907494
26	-155.7266742	4616.88641858	-65.1123664824
27	-1164.49075001	6623.02095147	643.895648771
28	-2211.67990364	9110.53674069	1358.60673818
29	-2218.98846569	13945.8542994	1135.93174195
2013-05-17 01:30:53.896
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.190230992	109.299530988	-217.32648234
2	522.827742957	148.234643362	-422.266157182
3	837.244703126	101.378837706	-663.774706171
4	982.801460068	158.222121977	-777.878370188
5	419.724926036	382.606387792	-344.156391753
6	499.674382313	380.621239079	-408.92483334
7	225.382269844	487.546553935	-193.065041855
8	459.315276871	292.298094232	-374.049386501
9	521.24642839	787.53520588	-437.36731301
10	909.997670463	623.38609191	-741.903313623
11	253.48257768	753.80409073	-224.731292017
12	762.294826545	1445.94567458	-652.897161868
13	743.4215394	905.969341761	-621.583175807
14	1854.71441683	-66.42215894	-1473.23562871
15	3175.33896322	-543.850169546	-2505.3340756
16	5092.78810433	-1544.50227289	-3982.87869993
17	6966.67383148	-3313.80090424	-5394.95740596
18	8407.21591369	-5876.8527764	-6391.03050076
19	11035.191696	-6236.87588194	-8441.4236249
20	-1368.83615229	-1524.98778436	1182.18544178
21	-2459.51901344	-2966.35164477	2142.83991129
22	-4657.29069749	-4746.01500512	3965.9522431
23	-6387.80248306	-5787.19442975	5375.75841908
24	-7540.24819579	-7470.88566167	6346.28691909
25	-574.837831234	2861.06530148	352.338651104
26	-155.759253107	4616.88535682	-65.1097265785
27	-1164.52498745	6623.01301253	643.915387633
28	-2211.71898472	9110.5216626	1358.64422734
29	-2219.06428558	13945.8391714	1135.96935531
2013-05-17 01:30:54.147
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.185802038	109.301359339	-217.331028231
2	522.819574717	148.23820767	-422.275019247
3	837.232760605	101.384545514	-663.788897693
4	982.787195896	158.228822098	-777.895028934
5	419.716483993	382.609249205	-344.163506182
6	499.66485594	380.624645536	-408.933302934
7	225.375673469	487.548090438	-193.068862116
8	459.306943793	292.301225549	-374.057172003
9	521.233645799	787.538759393	-437.376148231
10	909.980844876	623.392295689	-741.918738295
11	253.473629356	753.805818796	-224.73558857
12	762.273901938	1445.9508714	-652.910082884
13	743.404826826	905.97440992	-621.59577695
14	1854.68989744	-66.4095146568	-1473.26706663
15	3175.30020396	-543.828522059	-2505.3878985
16	5092.73112166	-1544.46755341	-3982.96502419
17	6966.60497526	-3313.75340973	-5395.07549321
18	8407.14764681	-5876.79546112	-6391.17300576
19	11035.0911281	-6236.80065075	-8441.61067484
20	-1368.80571707	-1524.99711619	1182.20864383
21	-2459.46246819	-2966.36841215	2142.88160061
22	-4657.1911167	-4746.04675549	3966.03118514
23	-6387.67190706	-5787.23797763	5375.86669371
24	-7540.08969034	-7470.93706617	6346.41472789
25	-574.851363944	2861.06138252	352.348394944
26	-155.791831962	4616.88429483	-65.1070861225
27	-1164.5592245	6623.00507336	643.935127074
28	-2211.75806505	9110.50658425	1358.68171717
29	-2219.14010472	13945.8240428	1136.00696996
2013-05-17 01:30:54.397
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.181372995	109.303187659	-217.335574047
2	522.811406302	148.241771923	-422.283881173
3	837.220817804	101.390253241	-663.803089013
4	982.772931396	158.235522122	-777.911687438
5	419.70804181	382.612110559	-344.170620469
6	499.6553294	380.628051929	-408.941772367
7	225.369077019	487.549626896	-193.072682265
8	459.298610561	292.304356808	-374.064957363
9	521.220863034	787.542312818	-437.384983236
10	909.964018986	623.398499353	-741.934162682
11	253.464680947	753.807546802	-224.739884971
12	762.252977077	1445.95606807	-652.923003546
13	743.388114004	905.979477966	-621.608377809
14	1854.66537742	-66.3968705407	-1473.29850414
15	3175.26144363	-543.806874837	-2505.44172075
16	5092.67413729	-1544.43283432	-3983.05134748
17	6966.53611672	-3313.7059157	-5395.19357929
18	8407.07937712	-5876.73814629	-6391.3155096
19	11034.9905566	-6236.72542024	-8441.79772308
20	-1368.7752814	-1525.0064478	1182.23184536
21	-2459.40592212	-2966.38517915	2142.92328898
22	-4657.09153436	-4746.07850518	3966.1101255
23	-6387.54132893	-5787.28152463	5375.97496613
24	-7539.93118237	-7470.98846959	6346.542534
25	-574.864896462	2861.05746347	352.358139012
26	-155.824410765	4616.88323262	-65.1044451142
27	-1164.59346116	6622.99713395	643.954867096
28	-2211.79714465	9110.49150564	1358.71920766
29	-2219.21592313	13945.8089138	1136.04458589
2013-05-17 01:30:54.648
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.176943862	109.305015949	-217.340119788
2	522.803237712	148.24533612	-422.29274296
3	837.208874724	101.395960886	-663.817280131
4	982.758666569	158.242222049	-777.928345701
5	419.699599486	382.614971856	-344.177734612
6	499.645802694	380.631458257	-408.950241638
7	225.362480494	487.551163309	-193.076502303
8	459.290277177	292.307488011	-374.072742583
9	521.208080094	787.545866156	-437.393818024
10	909.947192793	623.404702902	-741.949586783
11	253.455732454	753.809274747	-224.74418122
12	762.232051961	1445.96126459	-652.935923853
13	743.371400933	905.984545898	-621.620978385
14	1854.64085678	-66.3842265918	-1473.32994123
15	3175.22268225	-543.785227879	-2505.49554233
16	5092.61715122	-1544.39811562	-3983.1376698
17	6966.46725585	-3313.65842213	-5395.3116642
18	8407.01110462	-5876.68083194	-6391.45801229
19	11034.8899814	-6236.65019042	-8441.98476961
20	-1368.74484527	-1525.01577922	1182.25504637
21	-2459.34937524	-2966.40194576	2142.96497639
22	-4656.99195046	-4746.11025418	3966.18906417
23	-6387.41074867	-5787.32507073	5376.08323634
24	-7539.77267188	-7471.03987192	6346.67033742
25	-574.878428788	2861.05354433	352.367883311
26	-155.856989516	4616.88217019	-65.1018035537
27	-1164.62769743	6622.98919431	643.974607699
28	-2211.8362235	9110.47642675	1358.75669882
29	-2219.2917408	13945.7937842	1136.0822031
2013-05-17 01:30:54.899
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.172514639	109.306844208	-217.344665454
2	522.795068948	148.248900261	-422.301604609
3	837.196931364	101.40166845	-663.831471045
4	982.744401413	158.248921879	-777.945003722
5	419.691157023	382.617833096	-344.184848611
6	499.63627582	380.634864519	-408.958710748
7	225.355883894	487.552699677	-193.080322229
8	459.281943639	292.310619158	-374.080527661
9	521.195296981	787.549419406	-437.402652595
10	909.930366295	623.410906337	-741.9650106
11	253.446783876	753.81100263	-224.748477317
12	762.211126591	1445.96646098	-652.948843806
13	743.354687615	905.989613716	-621.633578678
14	1854.61633552	-66.3715828101	-1473.3613779
15	3175.18391981	-543.763581185	-2505.54936327
16	5092.56016344	-1544.3633973	-3983.22399116
17	6966.39839266	-3313.61092903	-5395.42974795
18	8406.94282932	-5876.62351804	-6391.60051382
19	11034.7894025	-6236.57496128	-8442.17181443
20	-1368.71440869	-1525.02511042	1182.27824687
21	-2459.29282753	-2966.41871198	2143.00666284
22	-4656.89236501	-4746.14200251	3966.26800115
23	-6387.28016628	-5787.36861595	5376.19150433
24	-7539.61415888	-7471.09127318	6346.79813816
25	-574.891960923	2861.0496251	352.377627838
26	-155.889568214	4616.88110753	-65.099161441
27	-1164.66193332	6622.98125444	643.994348881
28	-2211.87530162	9110.4613476	1358.79419063
29	-2219.36755772	13945.7786541	1136.11982161
2013-05-17 01:30:55.158
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.167932591	109.30873548	-217.349367788
2	522.786618318	148.252587245	-422.310771687
3	837.18457587	101.40757274	-663.846151089
4	982.72964401	158.255852635	-777.962235902
5	419.682423293	382.620792938	-344.192207771
6	499.626420258	380.638388171	-408.967471727
7	225.349059745	487.554288976	-193.084273758
8	459.273322576	292.313858215	-374.088581042
9	521.182072888	787.553095091	-437.411791579
10	909.912959254	623.417323563	-741.980965972
11	253.437526637	753.812790032	-224.752921396
12	762.189479389	1445.9718364	-652.962208901
13	743.337397714	905.994856166	-621.646613165
14	1854.59096806	-66.3585032118	-1473.39389817
15	3175.14381962	-543.741188331	-2505.6050394
16	5092.50120879	-1544.32748221	-3983.3132881
17	6966.32715243	-3313.56179874	-5395.55190232
18	8406.87219674	-5876.5642283	-6391.74792798
19	11034.6853514	-6236.49713876	-8442.36530729
20	-1368.68292209	-1525.03476317	1182.30224685
21	-2459.23432904	-2966.43605595	2143.04978574
22	-4656.78934395	-4746.1748449	3966.34965832
23	-6387.1450788	-5787.41366179	5376.30350337
24	-7539.45017726	-7471.14444575	6346.93034299
25	-574.905959481	2861.04557062	352.387708626
26	-155.923270262	4616.880008	-65.0964276399
27	-1164.69734934	6622.97304054	644.014771405
28	-2211.91572648	9110.4457482	1358.83297597
29	-2219.44598824	13945.7630017	1136.15873865
2013-05-17 01:30:55.408
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.163503186	109.310563678	-217.353913301
2	522.778449199	148.256151273	-422.319633054
3	837.172631942	101.413280138	-663.860341592
4	982.715378187	158.262552267	-777.978893431
5	419.673980544	382.623654061	-344.19932148
6	499.616893045	380.641794302	-408.975940508
7	225.342462992	487.555825253	-193.088093457
8	459.264988726	292.316989245	-374.096365832
9	521.169289421	787.556648165	-437.42062571
10	909.896132138	623.423526764	-741.996389208
11	253.428577887	753.814517792	-224.757217185
12	762.168553501	1445.97703249	-652.975128131
13	743.320683891	905.999923752	-621.659212882
14	1854.56644554	-66.3458597701	-1473.425334
15	3175.10505502	-543.719542175	-2505.65885899
16	5092.44421756	-1544.29276469	-3983.3996075
17	6966.2582845	-3313.51430659	-5395.66998369
18	8406.80391573	-5876.50691536	-6391.89042715
19	11034.584765	-6236.42191102	-8442.55234864
20	-1368.65248457	-1525.04409396	1182.3254463
21	-2459.17777966	-2966.45282139	2143.09147024
22	-4656.68975533	-4746.20659185	3966.42859187
23	-6387.01449207	-5787.45720519	5376.41176685
24	-7539.29165913	-7471.19584481	6347.05813826
25	-574.919491225	2861.0416512	352.39745362
26	-155.955848855	4616.8789449	-65.0937844037
27	-1164.73158443	6622.96510019	644.034513768
28	-2211.9548031	9110.43066851	1358.87046913
29	-2219.52180366	13945.7478706	1136.19635976
2013-05-17 01:30:55.659
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.159071267	109.312392847	-217.358461227
2	522.770275434	148.259717196	-422.328499133
3	837.160681197	101.418990579	-663.87453966
4	982.701104227	158.269255469	-777.995559836
5	419.665533034	382.626516692	-344.206438939
6	499.607360451	380.645202232	-408.984413763
7	225.335862552	487.557362325	-193.091915134
8	459.256650161	292.320121933	-374.104154743
9	521.156498783	787.560203096	-437.429464459
10	909.879295509	623.429733246	-742.0118206
11	253.419624155	753.816246436	-224.761515173
12	762.147615905	1445.98223129	-652.988054079
13	743.303960671	906.004993998	-621.671819211
14	1854.54190898	-66.3332095755	-1473.45678662
15	3175.06626814	-543.697884435	-2505.71270739
16	5092.38719343	-1544.25802855	-3983.48597317
17	6966.18937655	-3313.46678893	-5395.78812853
18	8406.73559454	-5876.44957151	-6392.03300317
19	11034.4841199	-6236.34664279	-8442.73949067
20	-1368.62202994	-1525.05342964	1182.34865793
21	-2459.12119851	-2966.46959562	2143.1331766
22	-4656.59011065	-4746.23835549	3966.50756693
23	-6386.88383173	-5787.50077154	5376.52008738
24	-7539.13305172	-7471.24727092	6347.18600079
25	-574.933030183	2861.03772954	352.407204178
26	-155.988445228	4616.87788099	-65.091139168
27	-1164.76583787	6622.95715526	644.054267518
28	-2211.99390037	9110.4155803	1358.90798348
29	-2219.59765984	13945.7327306	1136.23400276
2013-05-17 01:30:55.909
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.154641684	109.314220985	-217.36300659
2	522.762105966	148.263281113	-422.337360223
3	837.14873671	101.424697814	-663.888729758
4	982.686837748	158.275954906	-778.012216881
5	419.657090006	382.629377699	-344.213552362
6	499.597832904	380.648608232	-408.992882222
7	225.329265648	487.558898512	-193.095734608
8	459.248316005	292.32325285	-374.111939251
9	521.143714968	787.563755995	-437.438298156
10	909.862467786	623.435936217	-742.027243265
11	253.410675235	753.817974073	-224.765810659
12	762.126689508	1445.9874271	-653.0009726
13	743.287246351	906.010061356	-621.68441836
14	1854.51738523	-66.3205664683	-1473.48822162
15	3175.02750142	-543.676238808	-2505.76652567
16	5092.3301988	-1544.2233118	-3983.57229063
17	6966.12050398	-3313.41929772	-5395.90620756
18	8406.66730791	-5876.3922595	-6392.17550002
19	11034.3835261	-6236.27141643	-8442.92652862
20	-1368.59159152	-1525.06276	1182.37185635
21	-2459.06464749	-2966.48636029	2143.17485918
22	-4656.49051893	-4746.27010108	3966.5864971
23	-6386.75324074	-5787.54431316	5376.62834644
24	-7538.97452857	-7471.29866781	6347.31379068
25	-574.946561544	2861.03380993	352.416949631
26	-156.021023716	4616.87681744	-65.0884948271
27	-1164.80007219	6622.94921445	644.074011043
28	-2212.03297551	9110.40050008	1358.94547797
29	-2219.67347377	13945.7175984	1136.27162644
2013-05-17 01:30:56.160
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.150212011	109.316049092	-217.367551878
2	522.753936323	148.266844974	-422.346221175
3	837.136791943	101.430404967	-663.902919653
4	982.672570941	158.282654246	-778.028873684
5	419.648646837	382.632238649	-344.220665641
6	499.588305191	380.652014168	-409.001350519
7	225.322668669	487.560434654	-193.099553971
8	459.239981695	292.32638371	-374.119723618
9	521.130930979	787.567308806	-437.447131636
10	909.845639759	623.442139074	-742.042665645
11	253.401726232	753.81970165	-224.770105992
12	762.105762857	1445.99262276	-653.013890766
13	743.270531784	906.015128601	-621.697017227
14	1854.49286086	-66.3079235284	-1473.5196562
15	3174.98873365	-543.654593445	-2505.82034329
16	5092.27320247	-1544.18859544	-3983.65860713
17	6966.05162908	-3313.37180699	-5396.02428543
18	8406.59901848	-5876.33494795	-6392.31799573
19	11034.2829287	-6236.19619074	-8443.11356486
20	-1368.56115263	-1525.07209016	1182.39505425
21	-2459.00809565	-2966.50312457	2143.2165408
22	-4656.39092565	-4746.30184599	3966.66542558
23	-6386.62264761	-5787.58785389	5376.73660328
24	-7538.81600289	-7471.35006363	6347.44157789
25	-574.960092712	2861.02989024	352.426695314
26	-156.053602153	4616.87575367	-65.085849934
27	-1164.83430611	6622.9412734	644.093755147
28	-2212.07204991	9110.38541959	1358.98297312
29	-2219.74928697	13945.7024657	1136.30925142
2013-05-17 01:30:56.411
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.145782248	109.31787717	-217.372097091
2	522.745766505	148.270408779	-422.355081988
3	837.124846897	101.43611204	-663.917109346
4	982.658303805	158.289353489	-778.045530245
5	419.640203528	382.635099541	-344.227778777
6	499.578777311	380.655420039	-409.009818654
7	225.316071615	487.561970751	-193.103373222
8	459.231647232	292.329514513	-374.127507844
9	521.118146816	787.570861531	-437.4559649
10	909.828811428	623.448341817	-742.05808774
11	253.392777143	753.821429165	-224.774401174
12	762.084835952	1445.99781829	-653.026808578
13	743.253816968	906.020195731	-621.70961581
14	1854.46833586	-66.2952807556	-1473.55109037
15	3174.94996481	-543.632948346	-2505.87416026
16	5092.21620444	-1544.15387948	-3983.74492265
17	6965.98275185	-3313.32431673	-5396.14236213
18	8406.53072624	-5876.27763687	-6392.46049027
19	11034.1823276	-6236.12096575	-8443.30059939
20	-1368.53071329	-1525.08142012	1182.41825163
21	-2458.95154298	-2966.51988847	2143.25822147
22	-4656.29133082	-4746.33359023	3966.74435237
23	-6386.49205235	-5787.63139374	5376.84485792
24	-7538.6574747	-7471.40145836	6347.56936241
25	-574.973623688	2861.02597044	352.436441225
26	-156.086180538	4616.87468967	-65.0832044886
27	-1164.86853965	6622.93333212	644.113499832
28	-2212.11112357	9110.37033883	1359.02046893
29	-2219.82509942	13945.6873325	1136.34687767
2013-05-17 01:30:56.661
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.141352396	109.319705217	-217.376642229
2	522.737596514	148.273972528	-422.363942663
3	837.112901571	101.44181903	-663.931298837
4	982.644036342	158.296052635	-778.062186565
5	419.631760079	382.637960376	-344.23489177
6	499.569249265	380.658825844	-409.018286628
7	225.309474485	487.563506802	-193.107192361
8	459.223312615	292.33264526	-374.135291928
9	521.105362479	787.574414169	-437.464797947
10	909.811982794	623.454544444	-742.07350955
11	253.38382797	753.823156619	-224.778696205
12	762.063908792	1446.00301367	-653.039726035
13	743.237101904	906.025262747	-621.722214109
14	1854.44381025	-66.28263815	-1473.58252412
15	3174.91119491	-543.611303511	-2505.92797656
16	5092.15920471	-1544.11916389	-3983.83123722
17	6965.9138723	-3313.27682693	-5396.26043767
18	8406.4624312	-5876.22032625	-6392.60298366
19	11034.0817227	-6236.04574144	-8443.48763222
20	-1368.50027349	-1525.09074986	1182.4414485
21	-2458.8949895	-2966.53665198	2143.29990117
22	-4656.19173444	-4746.36533378	3966.82327748
23	-6386.36145496	-5787.67493269	5376.95311033
24	-7538.49894399	-7471.45285201	6347.69714424
25	-574.987154473	2861.02205056	352.446187367
26	-156.11875887	4616.87362546	-65.080558491
27	-1164.9027728	6622.9253906	644.133245097
28	-2212.1501965	9110.3552578	1359.0579654
29	-2219.90091113	13945.6721988	1136.38450521
2013-05-17 01:30:56.912
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	268.136922454	109.321533234	-217.381187292
2	522.729426347	148.277536222	-422.372803199
3	837.100955966	101.44752594	-663.945488125
4	982.62976855	158.302751683	-778.078842643
5	419.62331649	382.640821153	-344.24200462
6	499.559721051	380.662231585	-409.02675444
7	225.302877281	487.565042809	-193.111011389
8	459.214977845	292.33577595	-374.143075871
9	521.092577968	787.577966719	-437.473630777
10	909.795153856	623.460746957	-742.088931074
11	253.374878713	753.824884013	-224.782991083
12	762.042981378	1446.00820891	-653.052643137
13	743.220386592	906.03032965	-621.734812126
14	1854.41928402	-66.2699957116	-1473.61395746
15	3174.87242395	-543.589658941	-2505.98179222
16	5092.10220328	-1544.0844487	-3983.91755081
17	6965.84499042	-3313.22933761	-5396.37851203
