2013-05-17 01:28:08.052
antenna	 u coordinate	 v coordinate	 w coordinate
14	1870.34782239	-74.5847261836	-1452.94075268
15	3200.03479268	-557.820249411	-2470.59977811
16	5129.06582977	-1566.90097786	-3927.18801746
17	7010.45465194	-3344.42837937	-5318.80724482
18	8450.51839586	-5913.79239809	-6299.18622919
19	11099.0763085	-6285.37774295	-8320.83175389
20	-1388.30591316	-1518.94617859	1167.16398635
21	-2495.69744226	-2955.49349397	2115.84291173
22	-4720.98135111	-4725.46480453	3914.85756163
23	-6471.29789068	-5759.01684109	5305.69949627
24	-7641.61756571	-7437.61829802	6263.57311092
25	-566.099051497	2863.56538696	346.12260125
26	-134.806210685	4617.52206031	-66.6927847092
27	-1142.43634792	6628.0681568	631.346605881
28	-2186.4446599	9120.15916775	1334.6821617
29	-2170.17307219	13955.4571168	1112.05592185
2013-05-17 01:28:13.089
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	271.014345143	108.11983446	-214.393361658
2	528.03426377	145.935519214	-416.549764514
3	844.851973955	97.6986693646	-654.624575088
4	991.888784487	153.901803994	-767.136612694
5	425.114277713	380.758009792	-339.560704975
6	505.754171057	378.421516326	-403.455585833
7	229.60042094	486.551121914	-190.590064454
8	464.631966679	290.27664003	-369.023374317
9	529.414630407	785.236521376	-431.652013442
10	920.733969653	619.380733172	-731.9446503
11	259.208316781	752.682402051	-221.942398279
12	775.672120729	1442.58083988	-644.531055829
13	754.096775579	902.693002434	-613.437098909
14	1870.32368944	-74.5719683404	-1452.97247295
15	3199.99669657	-557.79842162	-2470.65404931
16	5129.00991318	-1566.86599192	-3927.27500424
17	7010.38725842	-3344.38056023	-5318.92613923
18	8450.45190122	-5913.73475605	-6299.32954661
19	11098.9780616	-6285.3020348	-8321.01998969
20	-1388.27575725	-1518.95564833	1167.1875313
21	-2495.64139798	-2955.51051731	2115.88523745
22	-4720.88272254	-4725.49700672	3914.93762707
23	-6471.16862358	-5759.06098235	5305.80924623
24	-7641.4606032	-7437.67042211	6263.70270888
25	-566.112714091	2863.56152547	346.132202217
26	-134.838838566	4617.52114066	-66.6904981641
27	-1142.47085136	6628.06036395	631.365981513
28	-2186.48423375	9120.14425354	1334.71924341
29	-2170.24940401	13955.4423134	1112.0927279
2013-05-17 01:28:13.339
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	271.009973949	108.121682063	-214.397955419
2	528.026208097	145.939119018	-416.558714832
3	844.84021162	97.704429035	-654.638895558
4	991.874731845	153.908566068	-767.153425476
5	425.105926169	380.760907946	-339.567910757
6	505.744752385	378.424964233	-403.464158483
7	229.593873303	486.552687174	-190.593956215
8	464.623732574	290.279807593	-369.03124994
9	529.401960362	785.240130575	-431.660987118
10	920.717340175	619.387010145	-731.960256958
11	259.199423376	752.684169153	-221.946791886
12	775.651360869	1442.58612789	-644.544203597
13	754.080223419	902.698143372	-613.449881002
14	1870.29956907	-74.5592176408	-1453.00417546
15	3199.95862024	-557.776606029	-2470.70829017
16	5128.95402547	-1566.8310255	-3927.36194248
17	7010.31989943	-3344.33276771	-5319.04496745
18	8450.38544014	-5913.677146	-6299.47278449
19	11098.8798647	-6285.22636874	-8321.20812086
20	-1388.24561738	-1518.96511269	1167.21106286
21	-2495.58538353	-2955.52753096	2115.92753906
22	-4720.78414634	-4725.52919063	3915.01764703
23	-6471.03942503	-5759.10509858	5305.91893396
24	-7641.303724	-7437.72251662	6263.83223328
25	-566.126369022	2863.55766599	346.141798164
26	-134.871448554	4617.5202213	-66.688212317
27	-1142.50533554	6628.05257513	631.385347131
28	-2186.52378523	9120.12934723	1334.7563055
29	-2170.32569335	13955.4275177	1112.12951512
2013-05-17 01:28:13.590
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	271.005602664	108.123529637	-214.402549107
2	528.018152249	145.942718767	-416.567665014
3	844.828449003	97.7101886253	-654.653215829
4	991.860678871	153.915328047	-767.170238019
5	425.097574483	380.763806044	-339.575116397
6	505.735333545	378.428412075	-403.472730973
7	229.587325589	486.554252389	-190.597847865
8	464.615498314	290.2829751	-369.039125423
9	529.38929014	785.243739687	-431.66996058
10	920.700710389	619.393287005	-731.975863334
11	259.190529884	752.685936194	-221.951185341
12	775.630600749	1442.59141576	-644.557351013
13	754.063671007	902.703284197	-613.462662815
14	1870.27544807	-74.5464671057	-1453.03587756
15	3199.92054283	-557.754790697	-2470.76253039
16	5128.89813604	-1566.79605945	-3927.44887977
17	7010.2525381	-3344.28497565	-5319.16379453
18	8450.31897623	-5913.6195364	-6299.61602125
19	11098.7816642	-6285.15070335	-8321.39625036
20	-1388.21547705	-1518.97457684	1167.2345939
21	-2495.52936825	-2955.54454422	2115.96983973
22	-4720.68556856	-4725.56137386	3915.09766532
23	-6470.91022432	-5759.14921394	5306.0286195
24	-7641.14684226	-7437.77461006	6263.96175502
25	-566.140023765	2863.55380642	346.151394342
26	-134.904058496	4617.51930171	-66.6859259171
27	-1142.53981933	6628.04478608	631.404713333
28	-2186.56333598	9120.11444064	1334.79336827
29	-2170.40198197	13955.4127214	1112.16630363
2013-05-17 01:28:13.840
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	271.001231289	108.125377181	-214.40714272
2	528.010096224	145.946318461	-416.576615058
3	844.816686103	97.7159481355	-654.6675359
4	991.846625566	153.922089929	-767.187050324
5	425.089222655	380.766704084	-339.582321895
6	505.725914535	378.431859853	-403.481303304
7	229.580777798	486.55581756	-190.601739404
8	464.607263899	290.286142551	-369.047000767
9	529.376619742	785.247348713	-431.678933827
10	920.684080295	619.399563752	-731.991469428
11	259.181636306	752.687703174	-221.955578646
12	775.60984037	1442.59670349	-644.570498078
13	754.047118343	902.708424909	-613.475444347
14	1870.25132645	-74.533716735	-1453.06757925
15	3199.88246436	-557.732975625	-2470.81676997
16	5128.84224491	-1566.76109379	-3927.53581611
17	7010.18517443	-3344.23718404	-5319.28262046
18	8450.25250951	-5913.56192726	-6299.75925688
19	11098.68346	-6285.07503864	-8321.58437819
20	-1388.18533625	-1518.98404078	1167.25812444
21	-2495.47335213	-2955.5615571	2116.01213945
22	-4720.58698921	-4725.59355642	3915.17768194
23	-6470.78102145	-5759.19332841	5306.13830285
24	-7640.98995796	-7437.82670243	6264.0912741
25	-566.153678318	2863.54994676	346.160990751
26	-134.936668394	4617.5183819	-66.6836389644
27	-1142.57430275	6628.03699678	631.424080119
28	-2186.60288599	9120.09953379	1334.8304317
29	-2170.47826986	13955.3979246	1112.20309344
2013-05-17 01:28:14.091
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.996859823	108.127224695	-214.411736259
2	528.002040023	145.9499181	-416.585564967
3	844.804922922	97.7217075654	-654.681855772
4	991.83257193	153.928851716	-767.203862391
5	425.080870685	380.769602067	-339.589527252
6	505.716495357	378.435307567	-403.489875475
7	229.574229931	486.557382687	-190.605630832
8	464.599029329	290.289309946	-369.054875971
9	529.363949167	785.250957652	-431.687906859
10	920.667449895	619.405840385	-732.00707524
11	259.172742641	752.689470094	-221.959971801
12	775.589079733	1442.60199108	-644.58364479
13	754.030565427	902.713565508	-613.488225599
14	1870.22720421	-74.5209665288	-1453.09928054
15	3199.84438482	-557.711160813	-2470.8710089
16	5128.78635206	-1566.72612851	-3927.62275151
17	7010.11780842	-3344.18939289	-5319.40144526
18	8450.18603996	-5913.50431856	-6299.90249138
19	11098.585252	-6284.99937459	-8321.77250436
20	-1388.15519498	-1518.99350452	1167.28165447
21	-2495.41733518	-2955.5785696	2116.05443822
22	-4720.48840828	-4725.6257383	3915.25769689
23	-6470.65181643	-5759.237442	5306.24798401
24	-7640.83307112	-7437.87879373	6264.22079052
25	-566.167332682	2863.54608701	346.170587392
26	-134.969278246	4617.51746187	-66.681351459
27	-1142.60878579	6628.02920726	631.443447491
28	-2186.64243528	9120.08462666	1334.8674958
29	-2170.55455703	13955.3831272	1112.23988454
2013-05-17 01:28:14.341
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.992488267	108.12907218	-214.416329725
2	527.993983645	145.953517684	-416.594514738
3	844.793159459	97.7274669151	-654.696175444
4	991.818517963	153.935613407	-767.22067422
5	425.072518573	380.772499993	-339.596732467
6	505.70707601	378.438755216	-403.498447487
7	229.567681987	486.558947768	-190.609522149
8	464.590794603	290.292477284	-369.062751036
9	529.351278415	785.254566505	-431.696879677
10	920.650819187	619.412116905	-732.022680771
11	259.16384889	752.691236953	-221.964364804
12	775.568318836	1442.60727853	-644.596791151
13	754.01401226	902.718705995	-613.50100657
14	1870.20308134	-74.508216487	-1453.13098141
15	3199.80630422	-557.68934626	-2470.92524718
16	5128.7304575	-1566.69116361	-3927.70968596
17	7010.05044007	-3344.14160221	-5319.52026891
18	8450.11956759	-5913.44671032	-6300.04572476
19	11098.4870404	-6284.92371121	-8321.96062886
20	-1388.12505326	-1519.00296806	1167.30518398
21	-2495.3613174	-2955.59558171	2116.09673604
22	-4720.38982578	-4725.65791952	3915.33771017
23	-6470.52260924	-5759.28155471	5306.35766298
24	-7640.67618172	-7437.93088397	6264.35030429
25	-566.180986857	2863.54222716	346.180184264
26	-135.001888054	4617.51654162	-66.6790634009
27	-1142.64326844	6628.0214175	631.462815446
28	-2186.68198384	9120.06971927	1334.90456058
29	-2170.63084348	13955.3683294	1112.27667693
2013-05-17 01:28:14.592
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.98811662	108.130919635	-214.420923116
2	527.985927092	145.957117213	-416.603464373
3	844.781395714	97.7332261846	-654.710494917
4	991.804463665	153.942375003	-767.237485811
5	425.06416632	380.775397863	-339.603937541
6	505.697656494	378.442202802	-403.507019338
7	229.561133966	486.560512805	-190.613413355
8	464.582559723	290.295644567	-369.070625961
9	529.338607487	785.258175272	-431.70585228
10	920.634188171	619.418393311	-732.038286019
11	259.154955052	752.693003751	-221.968757657
12	775.547557681	1442.61256583	-644.60993716
13	753.997458841	902.723846369	-613.513787261
14	1870.17895784	-74.4954666097	-1453.16268188
15	3199.76822254	-557.667531967	-2470.97948482
16	5128.67456123	-1566.65619909	-3927.79661946
17	7009.98306938	-3344.09381198	-5319.63909142
18	8450.05309241	-5913.38910254	-6300.18895701
19	11098.388825	-6284.84804849	-8322.14875171
20	-1388.09491107	-1519.01243139	1167.32871299
21	-2495.30529878	-2955.61259345	2116.13903291
22	-4720.2912417	-4725.69010006	3915.41772178
23	-6470.39339989	-5759.32566654	5306.46733976
24	-7640.51928977	-7437.98297313	6264.47981539
25	-566.194640843	2863.53836722	346.189781368
26	-135.034497816	4617.51562114	-66.67677479
27	-1142.67775072	6628.0136275	631.482183986
28	-2186.72153166	9120.0548116	1334.94162603
29	-2170.7071292	13955.353531	1112.31347061
2013-05-17 01:28:14.851
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.983594132	108.132830763	-214.425674821
2	527.977592541	145.960840806	-416.612722473
3	844.769226026	97.7391839653	-654.725307955
4	991.789924387	153.949369656	-767.254876861
5	425.055525908	380.778395598	-339.611390917
6	505.687911989	378.445769202	-403.515886603
7	229.554360072	486.562131762	-190.617438624
8	464.574040718	290.298921007	-369.078772288
9	529.325499444	785.261908388	-431.715134056
10	920.616983349	619.424886026	-732.054429083
11	259.145754439	752.69483141	-221.973301828
12	775.526080352	1442.61803531	-644.623536109
13	753.98033435	902.729163878	-613.527008369
14	1870.15400185	-74.4822772545	-1453.19547503
15	3199.72882658	-557.64496573	-2471.03559205
16	5128.6167357	-1566.6200293	-3927.88654968
17	7009.9133731	-3344.0443743	-5319.76201006
18	8449.984322	-5913.32950875	-6300.33712712
19	11098.287219	-6284.76977743	-8322.34335979
20	-1388.063729	-1519.02222082	1167.3530528
21	-2495.24734762	-2955.63019139	2116.1827873
22	-4720.18925651	-4725.72338957	3915.50049065
23	-6470.25973278	-5759.37129854	5306.5807962
24	-7640.35698508	-7438.03685734	6264.6137896
25	-566.208765458	2863.53437408	346.19970965
26	-135.068232005	4617.51466869	-66.6744066798
27	-1142.71342163	6628.00556864	631.502221022
28	-2186.76244244	9120.0393896	1334.97997029
29	-2170.7860447	13955.3382218	1112.3515344
2013-05-17 01:28:15.102
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.979222301	108.134678157	-214.430268062
2	527.969535628	145.964440223	-416.62167183
3	844.757461708	97.7449430716	-654.739627022
4	991.775869416	153.956131056	-767.271687967
5	425.047173366	380.781293352	-339.618595702
6	505.67849213	378.449216656	-403.52445813
7	229.547811895	486.563696708	-190.621329604
8	464.565805522	290.302088175	-369.086646929
9	529.312828156	785.265516979	-431.724106222
10	920.600351709	619.431162202	-732.070033758
11	259.136860426	752.696598085	-221.977694374
12	775.50531867	1442.62332232	-644.636681401
13	753.963780419	902.734304022	-613.539788489
14	1870.12987708	-74.4695277118	-1453.22717466
15	3199.69074273	-557.623151965	-2471.08982837
16	5128.56083594	-1566.58506556	-3927.97348125
17	7009.84599765	-3343.99658501	-5319.88083025
18	8449.91784108	-5913.27190189	-6300.48035707
19	11098.1889961	-6284.69411608	-8322.53147924
20	-1388.03358587	-1519.03168373	1167.37658076
21	-2495.19132731	-2955.64720235	2116.22508223
22	-4720.09066922	-4725.75556875	3915.58049886
23	-6470.13051904	-5759.41540857	5306.69046852
24	-7640.20008794	-7438.08894433	6264.74329529
25	-566.22241906	2863.53051395	346.209307224
26	-135.100841676	4617.51374777	-66.6721169444
27	-1142.74790313	6627.99777816	631.521590751
28	-2186.80198879	9120.02448139	1335.0170371
29	-2170.86232894	13955.3234224	1112.38833072
2013-05-17 01:28:15.352
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.974847987	108.136526533	-214.434863742
2	527.96147413	145.968041556	-416.630625949
3	844.745690668	97.7507052499	-654.753953727
4	991.76180642	153.962896061	-767.288508036
5	425.03881611	380.784192635	-339.62580429
6	505.669066946	378.452665934	-403.533034189
7	229.541260058	486.565262466	-190.625222603
8	464.557565663	290.305257021	-369.09452574
9	529.300149756	785.269127459	-431.733083084
10	920.583710658	619.437441699	-732.085646692
11	259.127961457	752.698365667	-221.982089174
12	775.484545365	1442.62861209	-644.649833537
13	753.947217175	902.739446866	-613.552575323
14	1870.10573849	-74.4567713553	-1453.25889124
15	3199.65263697	-557.601326521	-2471.14409374
16	5128.50490388	-1566.55008306	-3928.06045946
17	7009.77858298	-3343.94877002	-5319.99971433
18	8449.85132094	-5913.21426395	-6300.6236643
19	11098.0907157	-6284.61841399	-8322.71969999
20	-1388.00342578	-1519.04115161	1167.40012109
21	-2495.1352755	-2955.66422224	2116.26739937
22	-4719.9920264	-4725.78776486	3915.66054919
23	-6470.00123241	-5759.45954187	5306.80019868
24	-7640.04310237	-7438.14105876	6264.87286921
25	-566.236079945	2863.52665162	346.218910283
26	-135.13346915	4617.51282611	-66.6698254024
27	-1142.78240312	6627.98998319	631.540971668
28	-2186.84155604	9120.00956474	1335.05412487
29	-2170.93865422	13955.3086144	1112.42514847
2013-05-17 01:28:15.603
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.970475975	108.138373867	-214.439456834
2	527.953416865	145.971640864	-416.639575033
3	844.733925785	97.7564641958	-654.768272396
4	991.747750786	153.96965727	-767.305318665
5	425.030463284	380.787090274	-339.633008792
6	505.659646749	378.45611326	-403.541605397
7	229.534711728	486.566827323	-190.629113361
8	464.549330157	290.308424076	-369.102400102
9	529.287478114	785.272735877	-431.74205482
10	920.567078402	619.443717648	-732.101250803
11	259.119067271	752.70013222	-221.986481418
12	775.463783165	1442.63389882	-644.662978126
13	753.930662741	902.744586785	-613.565354881
14	1870.08161248	-74.4440221416	-1453.29059005
15	3199.61455098	-557.579513275	-2471.19832877
16	5128.4490007	-1566.51512008	-3928.14738914
17	7009.71120285	-3343.90098164	-5320.11853223
18	8449.78483437	-5913.15665799	-6300.766892
19	11097.9924854	-6284.54275398	-8322.90781612
20	-1387.97328172	-1519.05061411	1167.42364804
21	-2495.07925352	-2955.68123243	2116.30969241
22	-4719.89343597	-4725.8199427	3915.74055405
23	-6469.87201435	-5759.50365014	5306.90986663
24	-7639.88620014	-7438.1931436	6265.00236958
25	-566.249733169	2863.5227913	346.228508321
26	-135.16607873	4617.51190474	-66.6675345612
27	-1142.81688385	6627.98219224	631.560342566
28	-2186.88110092	9119.99465599	1335.09119302
29	-2171.01493701	13955.2938139	1112.46194737
2013-05-17 01:28:15.853
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.966103873	108.140221172	-214.444049852
2	527.945359424	145.975240116	-416.648523981
3	844.72216062	97.7622230615	-654.782590865
4	991.733694821	153.976418383	-767.322129056
5	425.022110316	380.789987857	-339.640213153
6	505.650226383	378.459560522	-403.550176444
7	229.528163322	486.568392135	-190.633004008
8	464.541094496	290.311591076	-369.110274324
9	529.274806296	785.276344208	-431.751026341
10	920.55044584	619.449993484	-732.116854633
11	259.110172997	752.701898713	-221.990873512
12	775.443020707	1442.63918541	-644.676122363
13	753.914108055	902.74972659	-613.578134159
14	1870.05748584	-74.4312730924	-1453.32228846
15	3199.57646393	-557.557700289	-2471.25256316
16	5128.39309581	-1566.48015748	-3928.23431787
17	7009.64382038	-3343.85319373	-5320.23734899
18	8449.71834498	-5913.09905249	-6300.91011858
19	11097.8942514	-6284.46709464	-8323.09593057
20	-1387.9431372	-1519.06007641	1167.44717447
21	-2495.02323072	-2955.69824224	2116.3519845
22	-4719.79484395	-4725.85211985	3915.82055725
23	-6469.74279413	-5759.54775754	5307.01953238
24	-7639.72929535	-7438.24522738	6265.13186729
